Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2020;17.872
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2019;17.756
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2018;16.965
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2017;16.283
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2016;15.752
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2015;15.309
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2023;18.550
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2021;16.450
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2019;15.750
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2018;15.050
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2017;14.350
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2015;13.650
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2023;16.949
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2022;15.731
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2021;14.779
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2020;14.039
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2019;13.891
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2018;13.224
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2017;12.633
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2016;12.146
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2015;11.959
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2023;42.569
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2022;39.690
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2021;37.517
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2020;36.011
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2019;35.910
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2018;34.332
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2017;33.116
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2016;32.105
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2015;31.658
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2023;18.142
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2022;17.131
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2021;16.146
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2020;15.579
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2019;15.520
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2018;15.153
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2017;14.461
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2016;14.104
Total Nacional;Madrid, Comunidad de;;;Renta neta media por persona;2015;13.779
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2023;48.806
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2022;45.726
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2021;43.037
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2020;41.830
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2019;42.058
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2018;40.929
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2017;38.983
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2016;38.297
Total Nacional;Madrid, Comunidad de;;;Renta neta media por hogar;2015;37.225
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2023;27.444
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2022;26.141
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2021;24.666
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2020;23.794
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2019;23.820
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2018;23.279
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2017;22.193
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2016;21.632
Total Nacional;Madrid, Comunidad de;;;Media de la renta por unidad de consumo;2015;21.150
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2023;22.050
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2017;17.850
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2016;17.150
Total Nacional;Madrid, Comunidad de;;;Mediana de la renta por unidad de consumo;2015;17.150
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2023;23.159
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2022;21.775
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2021;20.471
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2020;19.550
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2019;19.481
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2018;19.042
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2017;18.082
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2016;17.552
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por persona;2015;17.128
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2023;62.303
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2022;58.120
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2021;54.564
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2020;52.493
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2019;52.794
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2018;51.437
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2017;48.744
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2016;47.658
Total Nacional;Madrid, Comunidad de;;;Renta bruta media por hogar;2015;46.273
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2023;18.142
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2022;17.131
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2021;16.146
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2020;15.579
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2019;15.520
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2018;15.153
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2017;14.461
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2016;14.104
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2015;13.779
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2023;48.806
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2022;45.726
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2021;43.037
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2020;41.830
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2019;42.058
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2018;40.929
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2017;38.983
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2016;38.297
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2015;37.225
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2023;27.444
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2022;26.141
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2021;24.666
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2020;23.794
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2019;23.820
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2018;23.279
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2017;22.193
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2016;21.632
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2015;21.150
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2023;22.050
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2017;17.850
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2016;17.150
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2015;17.150
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2023;23.159
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2022;21.775
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2021;20.471
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2020;19.550
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2019;19.481
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2018;19.042
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2017;18.082
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2016;17.552
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2015;17.128
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2023;62.303
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2022;58.120
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2021;54.564
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2020;52.493
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2019;52.794
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2018;51.437
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2017;48.744
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2016;47.658
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2015;46.273
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2023;12.446
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2022;11.599
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2021;11.023
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2020;10.574
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2019;10.422
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2018;9.948
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2017;9.518
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2016;9.124
Total Nacional;Murcia, Región de;;;Renta neta media por persona;2015;8.908
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2023;34.951
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2022;32.743
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2021;31.262
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2020;30.171
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2019;29.932
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2018;28.531
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2017;27.372
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2016;26.512
Total Nacional;Murcia, Región de;;;Renta neta media por hogar;2015;25.819
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2023;18.972
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2022;17.876
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2021;17.041
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2020;16.391
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2019;16.163
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2018;15.444
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2017;14.794
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2016;14.204
Total Nacional;Murcia, Región de;;;Media de la renta por unidad de consumo;2015;13.876
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Murcia, Región de;;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2023;14.872
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2022;13.832
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2021;13.095
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2020;12.522
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2019;12.300
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2018;11.718
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2017;11.200
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2016;10.681
Total Nacional;Murcia, Región de;;;Renta bruta media por persona;2015;10.424
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2023;41.763
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2022;39.044
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2021;37.138
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2020;35.729
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2019;35.327
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2018;33.607
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2017;32.210
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2016;31.036
Total Nacional;Murcia, Región de;;;Renta bruta media por hogar;2015;30.213
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2023;12.446
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2022;11.599
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2021;11.023
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2020;10.574
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2019;10.422
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2018;9.948
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2017;9.518
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2016;9.124
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2015;8.908
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2023;34.951
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2022;32.743
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2021;31.262
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2020;30.171
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2019;29.932
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2018;28.531
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2017;27.372
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2016;26.512
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2015;25.819
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2023;18.972
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2022;17.876
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2021;17.041
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2020;16.391
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2019;16.163
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2018;15.444
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2017;14.794
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2016;14.204
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2015;13.876
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2023;14.872
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2022;13.832
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2021;13.095
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2020;12.522
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2019;12.300
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2018;11.718
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2017;11.200
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2016;10.681
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2015;10.424
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2023;41.763
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2022;39.044
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2021;37.138
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2020;35.729
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2019;35.327
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2018;33.607
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2017;32.210
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2016;31.036
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2015;30.213
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2023;16.423
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2022;15.681
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2021;14.718
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2023;42.714
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2022;40.760
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2021;38.267
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta neta media por hogar;2015;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2023;24.406
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2022;23.363
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2021;21.981
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Media de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2023;22.387
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2022;21.405
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2021;20.100
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Mediana de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2023;20.588
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2022;19.356
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2021;18.245
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2023;53.547
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2022;50.311
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2021;47.436
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;;;Renta bruta media por hogar;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2023;16.423
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2022;15.681
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2021;14.718
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2023;42.714
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2022;40.760
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2021;38.267
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2023;24.406
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2022;23.363
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2021;21.981
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2023;22.387
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2022;21.405
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2021;20.100
